z5,y5,z2,z4,y4,z1,z3
33.762734384889015,39.196262870656334,8.212240176327473,42.58907805881774,37.62523782770264,7.070976098499999,5.590460294202484
40.990283893733086,91.68420034224404,7.421694342491976,20.1675674812534,21.854363357106436,5.254356070899997,13.1532868583372
2.897390219808907,6.31206932694252,6.508709104254622,4.656029999134422,8.572919861299045,5.535720918199999,6.812783796146668
3.057471485394585,30.64507241449549,5.399869280685543,7.4859394732576146,31.217910889304253,4.6010602923000015,3.085197752435742
13.204746451756966,40.98011471931961,4.081291062055892,1.078529054983802,21.40506463830142,2.7699422189999936,5.246861809379838
15.827273410353556,11.68609314061406,1.5979204190381566,7.98633650232199,14.232430953748946,1.1699248893000052,6.514506163438573
56.83136637205806,32.1947510968311,40.40794437573332,47.48286760342657,11.248095590939675,40.1509989329,44.50507641026684
5.28712587582583,28.2369336171466,0.7147057059150399,1.5255906883099852,17.875692049307812,0.2484996943999959,2.648259008017814
37.71523499200407,32.99381776015056,38.05913981684121,38.37255949707576,25.538982876428555,37.10552075849999,34.0566636357578
17.174061221597643,36.444565070206416,13.32084244398579,15.156112535137297,50.57857029518154,12.982812578599994,11.54946435077449
6.975396614704984,26.699610780760764,11.461285519438295,10.899922876928352,26.48038948025582,11.2221947995,10.153456634579596
42.92951446063184,22.004669620101808,36.40635332668084,42.34436325591894,20.493072134365,35.63363509640001,38.34538914007736
13.55345698667733,54.28649463868143,0.2840543795176601,5.2839876541451405,33.00338363816414,0.2903619972999891,1.2700506511416925
31.715575242135987,24.767737520782635,23.571548140911336,28.04213499259848,26.936360769573135,22.66393194900001,23.68673464930769
14.535903383921756,41.67304701811302,9.624609520130711,16.115076038875085,10.4940274872454,9.9801435723,12.380085489825856
16.79087000725394,60.376575586437866,1.2521311085639173,6.14129592218619,28.534869342941523,0.1979877340999909,3.190542150322777
37.70044676013964,26.219384326286164,16.942054783999694,23.57649269233511,17.40781216416334,16.820429654399994,20.609551512517136
28.800606728730283,50.144988681665644,23.702729574731936,27.47534936320173,37.65070764999984,24.22104180220001,29.00189143882048
22.11474817018549,66.26898618938179,6.259942009291873,13.68555614531703,33.04212467760265,5.462314097700014,10.17926686062295
50.36044438309104,48.604698614830426,30.89699975227852,33.69882762091918,13.529210379616323,29.86697369879998,33.922477676360614
22.682670796111907,55.952670950886784,15.255636340884164,18.033523464462043,24.98101134316328,14.765272509800004,16.51639151083425
14.824548613330768,55.161377859073305,4.730398163887565,4.90175513761977,44.94886048683633,4.668923270800001,7.632468972911929
58.57445786858136,39.39701360371033,36.9787546789517,42.32899256145911,20.587389209583797,36.469345858500006,36.74723309401734
15.14969519939628,63.31692966401422,10.39854995317818,13.709096608006302,16.816149189034398,9.1963289073,12.42328659496686
27.165468778368695,26.13483109238247,21.3259631295903,28.77496938591881,14.124559258134672,21.715719612799987,22.46863814262535
55.67183274144653,49.28230517152053,33.400352408279105,37.733038601068905,24.232872456678983,33.3304267732,36.49315550116751
34.56125393031361,23.10885428438517,7.726521869456931,6.29277932051085,40.74903038039492,7.688377076199993,11.169949838419804
37.16024869774562,68.8208072425378,27.23151586283689,25.93959511116444,57.4655950071298,27.259729837999988,29.10121298878232
66.97875118375997,51.41976849880464,32.29542032045527,33.47304440236147,49.18516792589841,33.698073775,42.82669293656234
27.69083996956353,13.33572036980154,5.174616284084101,9.836144244465874,14.483723136356003,5.724925962799999,4.983626903745781
42.71486716226217,41.17263909762463,25.949598577011432,28.523550878363547,31.11765458852724,26.4596979056,29.30301394787236
55.99904651291776,51.85847945666556,33.57110076893407,41.28606864744639,12.21798327389621,33.314147822399995,34.10896778625437
21.149171558221617,47.67143132167536,12.23784062159866,19.72274814609848,29.593720298388185,11.768466980400012,16.514000676310815
46.25786502251145,56.03974538482007,26.784854188301857,33.905191197051266,34.78674079715315,26.817777395999972,29.081162273752398
42.27807550483608,47.05149611888061,26.558345441023043,34.7247272956633,21.20169700447797,26.549321761399995,31.67991350497889
23.0449614921697,47.12851641355439,10.00059406121667,13.636421183056104,6.916641350191585,10.7617821318,11.361059533986252
33.43912003907169,66.85798441689832,15.9117557153262,19.65773544653714,11.66889150141689,14.917776440899996,18.73693794022864
45.7667094962228,43.468544197659554,27.030377801733916,33.713554134231565,3.0584287431685544,27.0875636831,26.40428684029976
17.792512941972937,39.900421372391975,1.6130576155979888,3.249584145177945,19.364257931468405,0.9209507734000012,4.549135979524422
24.306750199007507,54.51301679432207,11.6160564454889,19.6852564957977,13.601336129339073,12.476232121799992,13.16954403816774
32.20415395310764,60.89041775901064,6.378421567494033,9.472294488688904,37.2754249360898,4.670297087100019,6.6508515284697705
16.66169341606997,35.657799370716326,4.172339720284101,7.587277094439167,32.17015434293073,4.0675615522,2.8022101831853448
49.46917769853658,22.08584067584611,33.1075763714803,43.74125763883157,14.165551566856292,33.63339321390001,36.642936439779305
15.282736680982069,51.27600850212667,4.166389689851202,13.367974365786042,27.40173873598977,4.9137286348,5.15177422602051
36.468512207488,48.53619156215062,25.899668407868443,30.751679425865834,32.459142273811764,25.696117315300008,26.75257126331158
49.59424586197076,32.96636087236352,30.745823038372457,38.34617763727689,10.899122092650154,30.0837245596,34.47308999760926
30.14876496572745,79.80217375683664,9.129635736830318,18.624494327928254,33.71437536170313,7.796862152199992,9.942865577718331
30.673988020446824,54.28593877527513,25.407073389766182,20.66212033742745,30.74383785303352,25.303159798799985,29.611701705939957
30.130663128516485,47.37309944223427,11.794116529468775,16.844541243823482,28.537789776056236,11.030477003800003,14.416537486175718
27.525758674928813,55.533868536173486,17.150556752679933,25.378191217848677,24.14624326259512,18.1498454767,19.62028420733114
18.7826401122473,68.62368923116321,3.9994793113079288,8.933805672943931,45.72591449614806,2.1010531728999915,5.1539301415110845
37.900825180094365,38.21739483200943,24.34495341588373,28.703983664362006,15.677015913535886,23.26326701470001,26.084740188915468
25.76836660224761,75.56569838274045,11.794016844834346,20.551993121772803,35.557953981725234,11.0178682701,12.868629452505845
25.92512617600839,63.92612502433784,5.210413727083925,11.867017337583732,17.214129337811272,5.291586664199995,6.360914984118606
44.19118781966664,69.20427411960046,21.984202169657365,23.299905972377637,38.90039305246237,20.0399551946,24.11129560402533
28.31424209603748,58.06308543544778,9.215231259653669,17.68032394806148,33.96859537686316,7.581142524599979,6.995398946702554
20.707112875422933,63.445490689608015,12.302600893456985,14.466115504371963,32.92133304502152,11.074347170399983,12.498621183565412
26.721019202780155,51.40403147658236,4.864874484877205,14.934692073300347,30.94103999226242,4.768660038499995,4.05039444165469
45.22912798671082,66.3158055996854,22.7788934594059,37.28506037807104,37.18545466064008,22.700025606599997,21.938204508884716
21.85496365328192,7.381745372371328,15.712525895110195,23.771276014459517,30.086261167852083,15.836492802400002,19.7191511316252
14.764837200293169,55.84919092238889,4.396744072102372,7.948218899549978,40.66642754765728,3.182846790800017,1.9687099451807308
